id,name,glottocode,year,map_name_full,sources
697,Yaquina,yaqu1250,1750,,titus
698,Yoncalla,yonc1234,1750,,asher_moseley_2007 titus
699,Wiyot,wiyo1248,1750,,titus
700,Wintu,wint1259,1750,,asher_moseley_2007 titus
701,Karok,karo1304,1750,,asher_moseley_2007 titus
702,Yana,yana1271,1750,,asher_moseley_2007 titus
703,Konkow,nort2951,1750,,asher_moseley_2007 titus
704,Maidu,nort2952,1750,,asher_moseley_2007 titus
705,Washo,wash1253,1750,,asher_moseley_2007 titus
706,Northern Paiute,nort2954,1750,,asher_moseley_2007 titus
707,Wappo,wapp1239,1750,,asher_moseley_2007 titus
708,Yurok,yuro1248,1750,,asher_moseley_2007 titus
709,Nisenan,nise1244,1750,,asher_moseley_2007 titus
710,Yokuts,yoku1256,1750,,asher_moseley_2007 titus
711,Panamint,pana1305,1750,,asher_moseley_2007 titus
712,Mono (Numic),mono1275,1750,,titus
714,Shoshoni,shos1248,1750,,asher_moseley_2007 titus
715,Nez Percé,nezp1238,1750,,asher_moseley_2007 titus
716,Takelma,take1257,1750,,asher_moseley_2007 titus
717,Yakama,yaki1237,1750,,asher_moseley_2007 titus
718,Klamath-Modoc,klam1254,1750,,asher_moseley_2007 titus
719,Achumawi,achu1247,1750,,asher_moseley_2007 titus
720,Northern Straits Salish,stra1244,1750,,asher_moseley_2007 titus
721,Sahaptin,sout1502,1750,,asher_moseley_2007 titus
722,Coast Miwok,coas1301,1750,,titus
723,Nlaka'pamux,thom1243,1750,,asher_moseley_2007 titus
724,Lillooet,lill1248,1750,,asher_moseley_2007 titus
725,Columbia-Wenatchi,colu1241,1750,,asher_moseley_2007 titus
726,Okanagan,okan1243,1750,,asher_moseley_2007 titus
727,Kalipsel,kali1307,1750,,asher_moseley_2007 titus
728,Kutenai,kute1249,1750,,asher_moseley_2007 titus
729,Kwalhioqua,kwal1258,1750,,asher_moseley_2007 titus
730,Yuki,yuki1243,1750,,asher_moseley_2007 titus
731,Haida,haid1248,1750,,titus
732,Salinan,sali1253,1750,,asher_moseley_2007 titus
733,Ventureño,vent1242,1750,,asher_moseley_2007 titus
734,Tongva,tong1329,1750,,asher_moseley_2007 titus
735,Luiseno,luis1253,1750,,asher_moseley_2007 titus
736,Cahuilla,cahu1264,1750,,asher_moseley_2007 titus
738,Tübatulabal,tuba1278,1750,,asher_moseley_2007 titus
739,Western Apache,west2615,1750,,asher_moseley_2007 titus
740,Mescalero-Chiricahua Apache,mesc1238,1750,,asher_moseley_2007 titus
741,Zuni,zuni1245,1750,,asher_moseley_2007 titus
742,Hopi,hopi1249,1750,,asher_moseley_2007 titus
743,Navajo,nava1243,1750,,asher_moseley_2007 titus
745,Jicarilla Apache,jica1244,1750,,asher_moseley_2007 titus
746,Mikasuki,mika1239,1750,,asher_moseley_2007 titus
747,Muskogean,musk1252,1750,,titus
748,Menominee,meno1252,1750,,asher_moseley_2007 titus
749,Ho-Chunk,hoch1243,1750,,asher_moseley_2007 titus
750,Shawnee,shaw1249,1750,,asher_moseley_2007 titus
751,Miami,miam1252,1750,,asher_moseley_2007 titus
752,Meskwaki,mesk1242,1750,,asher_moseley_2007 titus
753,Wampano,wamp1250,1750,,asher_moseley_2007 titus
754,Mohegan-Montauk-Narragansett,mohe1244,1750,,asher_moseley_2007
756,Southern Paiute,sout2969,1750,,asher_moseley_2007 titus
757,Chemehuevi,chem1251,1750,,asher_moseley_2007 titus
758,Ute,utee1244,1750,,asher_moseley_2007 titus
759,Havasupai-Walapai-Yavapai,hava1248,1750,,asher_moseley_2007 titus
760,Havasupai-Walapai-Yavapai,hava1248,1750,,asher_moseley_2007 titus
761,Havasupai-Walapai-Yavapai,hava1248,1750,,asher_moseley_2007 titus
762,Seri,seri1257,1750,,asher_moseley_2007 titus
763,Pima Bajo,pima1248,1750,,asher_moseley_2007 titus
764,Tohono O'odham,toho1245,1750,,asher_moseley_2007 titus
765,Cocopa,coco1261,1750,,asher_moseley_2007 titus
766,Mohave,moha1256,1750,,asher_moseley_2007 titus
767,Quechan,quec1382,1750,,asher_moseley_2007 titus
769,Ipai,ipai1240,1750,,asher_moseley_2007 titus
770,Paipai,paip1241,1750,,asher_moseley_2007 titus
771,Tipai,kumi1248,1750,,titus
773,Kiliwa,kili1268,1750,,asher_moseley_2007 titus
774,Ipai,ipai1240,1750,,asher_moseley_2007 titus
775,Ventureño,vent1242,1750,,titus
776,Etchemin,,1750,,asher_moseley_2007 titus
777,Carolinan Algonquian,caro1243,1750,,asher_moseley_2007 titus
778,Powhatan,powh1243,1750,,asher_moseley_2007 titus
780,Pericú,peri1250,1750,,asher_moseley_2007
781,Cochimí,coch1272,1750,,asher_moseley_2007 titus
782,Cochimí,coch1272,1750,,asher_moseley_2007
783,Cochimí,coch1272,1750,,asher_moseley_2007
784,Cochimí,coch1272,1750,,asher_moseley_2007
785,Maricopa,mari1440,1750,,asher_moseley_2007 titus
786,Monqui,,1750,,asher_moseley_2007
787,Guaicura,,1750,,asher_moseley_2007
788,Huchití,,1750,,asher_moseley_2007
789,Serrano,serr1255,1750,,asher_moseley_2007 titus
790,Na-Dené,atha1245,1750,,titus
791,Algic,algi1248,1750,,titus
792,Even,even1260,1750,,asher_moseley_2007 titus
794,Chukchi,chuk1273,1750,,asher_moseley_2007 titus
796,Southern Yukaghir,sout2750,1750,,asher_moseley_2007 titus
797,Nivkh,gily1242,1750,,asher_moseley_2007 titus
798,Koryak,kory1246,1750,,asher_moseley_2007 titus
799,Buryat (Russia),russ1264,1750,,asher_moseley_2007 titus
800,Bashkir,bash1264,1750,,asher_moseley_2007 titus
801,Evenki,even1259,1750,,asher_moseley_2007 titus
802,Ket,kett1243,1750,,asher_moseley_2007 titus
803,Nganasan,ngan1291,1750,,asher_moseley_2007 titus
804,Selkup,selk1253,1750,,asher_moseley_2007 titus
805,Shor,shor1247,1750,,asher_moseley_2007 titus
806,Skolt Sami,skol1241,1750,,asher_moseley_2007 titus
807,Kola Sami,kild1236,1750,,asher_moseley_2007 titus
808,Karelian,kare1335,1750,,asher_moseley_2007 titus
810,Tundra Nenets,nene1249,1750,,asher_moseley_2007 titus
811,Tundra Nenets,nene1249,1750,,asher_moseley_2007 titus
813,Khanty,khan1273,1750,,asher_moseley_2007 titus
814,Komi,komi1267,1750,,asher_moseley_2007 titus
815,Udmurt,udmu1245,1750,,asher_moseley_2007 titus
816,Chuvash,chuv1255,1750,,asher_moseley_2007 titus
817,Kalmyk,kalm1243,1750,,asher_moseley_2007 titus
818,Moksha,moks1248,1750,,asher_moseley_2007 titus
819,Erzya,erzy1239,1750,,asher_moseley_2007 titus
820,Tatar,tata1255,1750,,asher_moseley_2007 titus
821,Sakha,yaku1245,1750,,asher_moseley_2007 titus
822,Kyrgyz,kirg1245,1750,,asher_moseley_2007 titus
823,Oroch,oroc1248,1750,,asher_moseley_2007 titus
824,Udihe,udih1248,1750,,asher_moseley_2007 titus
825,Nanai,nana1257,1750,,asher_moseley_2007 titus
826,Hakka Chinese,hakk1236,1750,,titus
827,Tibetan,tibe1272,1750,,titus
828,Mongolian (Khalkha),halh1238,1750,,titus
829,Peripheral Mongolian,peri1253,1750,,titus
830,Khamnigan Mongol,kham1281,1750,,titus
832,She,shee1238,1750,,titus
833,Wu Chinese,wuch1236,1750,,titus
834,Wu Chinese,wuch1236,1750,,titus
835,Min Nan Chinese,minn1241,1750,,titus
836,East Yugur,east2337,1750,,titus
837,Salar,sala1264,1750,,titus
838,Sarikoli,sari1246,1750,,titus
839,Bouyei,bouy1240,1750,,titus
840,Sui,suii1243,1750,,titus
841,Mienic,mien1242,1750,,titus
842,Hmongic,hmon1337,1750,,titus
843,Hlai,hlai1239,1750,,titus
844,Nuosu,sich1238,1750,,titus
845,Naxi,naxi1245,1750,,titus
846,Lizu,lizu1234,1750,,titus
847,Bai,baic1239,1750,,titus
848,Jingpho,kach1280,1750,,titus
849,Yue Chinese,yuec1235,1750,,titus
850,Zhuang,nort3180,1750,,titus
851,Hani,hani1248,1750,,titus
852,Bunun,bunu1267,1750,,titus
853,Paiwan,paiw1248,1750,,titus
854,Amis,amis1246,1750,,titus
855,Atayal (Ci'uli),atay1247,1750,,titus
856,Atayal (Squliq),atay1247,1750,,titus
857,Seediq,taro1264,1750,,titus
858,Yami,yami1254,1750,,titus
859,Mandarin Chinese,mand1415,1750,,titus
860,Min Bei Chinese,minb1244,1750,,titus
861,Kannada,nucl1305,1750,,titus
862,Malayalam,mala1464,1750,,titus
863,Telugu,telu1262,1750,,titus
864,Tamil,tami1289,1750,,titus
866,Southeastern Kolami,sout1549,1750,,titus
867,Kui,kuii1252,1750,,titus
868,Duruwa,duru1236,1750,,titus
869,Pottangi Ollar Gadaba,pott1240,1750,,titus
870,Konda-Dora,kond1295,1750,,titus
871,Kurukh,kuru1302,1750,,titus
872,Hindi,hind1269,1750,,titus
873,Mundaic,mund1335,1750,,titus
874,Bhojpuri,bhoj1244,1750,,titus
875,Magahi,maga1260,1750,,titus
876,Central Dravidian,cent2227,1750,,titus
877,Khandesi,khan1272,1750,,titus
878,Leh Ladakhi,lada1244,1750,,titus
879,Shina,shin1264,1750,,titus
880,Burushaski,buru1296,1750,,titus
881,Indus Kohistani,indu1241,1750,,titus
882,Kullu Pahari,kull1236,1750,,titus
883,Dari,dari1249,1750,,titus
884,Yazgulyami,yazg1240,1750,,titus
885,Ishkashimi,ishk1246,1750,,titus
886,Ormuri,ormu1247,1750,,titus
887,Munji,munj1244,1750,,titus
888,Yidgha,yidg1240,1750,,titus
890,Plateau Malagasy,plat1254,1750,,titus
891,Afrikaans,afri1274,1750,,titus
892,Khoe-Kwadi,khoe1240,1750,,asher_moseley_2007 titus
893,Tswana,tswa1253,1750,,asher_moseley_2007 titus
895,Western Canadian Inuktitut,west2618,1750,,asher_moseley_2007 titus
896,Eastern Canadian Inuktitut,east2534,1750,,titus
897,Aleut,aleu1260,1750,,asher_moseley_2007 titus
898,East Greenlandic,tunu1234,1750,,asher_moseley_2007 titus
899,West Greenlandic,kala1399,1750,,asher_moseley_2007 titus
900,Swati,swat1243,1750,,titus
901,Taa-!Kwi,tuuu1241,1750,,titus
902,Southern Sotho,sout2807,1750,,titus
903,Kx'a,kxaa1236,1750,,asher_moseley_2007 titus
905,Cushitic,cush1243,1750,,titus
906,Somali,soma1255,1750,,asher_moseley_2007 titus
907,Oromoid,nucl1701,1750,,asher_moseley_2007 titus
909,Amharic,amha1245,1750,,asher_moseley_2007 titus
910,Afar,afar1241,1750,,asher_moseley_2007 titus
911,Saho,saho1246,1750,,asher_moseley_2007 titus
912,Tigre,tigr1270,1750,,asher_moseley_2007 titus
913,Tigrinya,tigr1271,1750,,asher_moseley_2007 titus
914,Beja,beja1238,1750,,asher_moseley_2007 titus
915,Coptic,copt1239,1750,,titus
917,Berber,berb1260,1750,,titus
918,Arabic,arab1395,1750,,titus
919,Songhay,song1307,1750,,titus
922,Zaghawa,zagh1240,1750,,asher_moseley_2007 titus
924,Central Kanuri,cent2050,1750,,asher_moseley_2007 titus
925,Fur,furr1244,1750,,titus
927,Nubian,nubi1251,1750,,titus
928,Maban,maba1276,1750,,asher_moseley_2007 titus
933,Wolof,nucl1347,1750,,asher_moseley_2007 titus
935,Kikongo,koon1244,1750,,asher_moseley_2007 titus
936,Umbundu,umbu1257,1750,,asher_moseley_2007 titus
937,Kimbundu,,1750,,asher_moseley_2007 titus
938,Bemba,bemb1257,1750,,asher_moseley_2007 titus
942,Banda-Yangere,,1750,,asher_moseley_2007 titus
945,Vute,vute1244,1750,,asher_moseley_2007 titus
946,Chokwe,,1750,,asher_moseley_2007 titus
947,Luimbi,,1750,,asher_moseley_2007 titus
948,Luchazi,luch1239,1750,,asher_moseley_2007 titus
949,Luvale,luva1239,1750,,asher_moseley_2007 titus
950,Fwe,fwee1238,1750,,asher_moseley_2007 titus
951,Chitonga,tong1318,1750,,asher_moseley_2007 titus
952,Soli,soli1239,1750,,asher_moseley_2007 titus
953,Shanjo,,1750,,asher_moseley_2007 titus
954,Lenje,lenj1248,1750,,asher_moseley_2007 titus
955,Sala,,1750,,asher_moseley_2007 titus
956,Ila,ilaa1246,1750,,asher_moseley_2007 titus
960,Akan,akan1250,1750,,asher_moseley_2007 titus
962,Godié,godi1239,1750,,asher_moseley_2007 titus
963,Mooré,moss1236,1750,,asher_moseley_2007 titus
964,Herero,here1253,1750,,asher_moseley_2007 titus
965,Southern Grebo,sout2826,1750,,asher_moseley_2007 titus
966,Lundwe,,1750,,asher_moseley_2007 titus
967,Swahili,swah1253,1750,,asher_moseley_2007 titus
968,Shona,shon1251,1750,,asher_moseley_2007 titus
970,Lala-Bisa,lala1264,1750,,asher_moseley_2007 titus
971,Lamba,lamb1271,1750,,asher_moseley_2007 titus
972,Lala-Bisa,lala1264,1750,,asher_moseley_2007 titus
973,Lala-Bisa,lala1264,1750,,asher_moseley_2007 titus
974,Luyi,luya1241,1750,,asher_moseley_2007 titus
975,Kaonde,kaon1241,1750,,asher_moseley_2007 titus
976,Lunda,lund1266,1750,,asher_moseley_2007 titus
977,Tumbuka,tumb1250,1750,,asher_moseley_2007 titus
978,Tongwe,,1750,,asher_moseley_2007 titus
979,Luba-Katanga,luba1250,1750,,asher_moseley_2007 titus
980,Sena,nucl1396,1750,,asher_moseley_2007 titus
981,Tswa,tswa1255,1750,,asher_moseley_2007 titus
982,Zulu,zulu1248,1750,,asher_moseley_2007 titus
983,Ngoni,ngon1269,1750,,asher_moseley_2007 titus
984,Nyamwezi,nyam1276,1750,,asher_moseley_2007 titus
985,Venda,vend1245,1750,,asher_moseley_2007 titus
986,Kimbu,,1750,,asher_moseley_2007 titus
987,Kota,kota1274,1750,,asher_moseley_2007 titus
988,Mbesa,mbes1238,1750,,asher_moseley_2007 titus
989,Ngando,ngan1302,1750,,asher_moseley_2007 titus
990,Mongo,mong1338,1750,,asher_moseley_2007 titus
991,Kinyarwanda,kiny1244,1750,,asher_moseley_2007 titus
992,Nyoro,nyor1246,1750,,asher_moseley_2007 titus
993,Konzo,konz1239,1750,,asher_moseley_2007 titus
994,Zande,zand1248,1750,,asher_moseley_2007 titus
995,Ndendeule,,1750,,asher_moseley_2007 titus
996,Bena (Tanzania),bena1262,1750,,asher_moseley_2007 titus
997,Bondei,bond1247,1750,,titus
998,Gogo,gogo1263,1750,,asher_moseley_2007 titus
999,Chimwera,mwer1248,1750,,asher_moseley_2007 titus
1000,Machinga,mach1265,1750,,asher_moseley_2007 titus
1001,Makonde,mako1251,1750,,asher_moseley_2007 titus
1002,Yao,yaoo1241,1750,,asher_moseley_2007 titus
1003,Hehe,,1750,,asher_moseley_2007 titus
1004,Shambala,sham1280,1750,,asher_moseley_2007 titus
1005,Ngbaka Minagende,ngba1285,1750,,asher_moseley_2007 titus
1006,Ngbaka-Ma'bo,,1750,,asher_moseley_2007 titus
1007,Ngbaka-Manza,,1750,,asher_moseley_2007 titus
1008,Monzombo,,1750,,asher_moseley_2007 titus
1009,Mbanza,,1750,,asher_moseley_2007 titus
1010,Makhuwa,makh1264,1750,,asher_moseley_2007 titus
1011,Nyanja,nyan1308,1750,,asher_moseley_2007 titus
1012,Mono (Banda),mono1270,1750,,asher_moseley_2007 titus
1013,Bagirmi,bagi1246,1750,,asher_moseley_2007 titus
1014,Matumbi,matu1259,1750,,asher_moseley_2007 titus
1015,Vidunda,vidu1238,1750,,asher_moseley_2007 titus
1016,Masai,masa1300,1750,,asher_moseley_2007 titus
1017,Ndengereko,nden1248,1750,,asher_moseley_2007 titus
1018,Sagala,saga1256,1750,,asher_moseley_2007 titus
1019,Ewe,ewee1241,1750,,asher_moseley_2007 titus
1020,Fon,fonn1241,1750,,asher_moseley_2007 titus
1021,Ga,gaaa1244,1750,,asher_moseley_2007 titus
1022,Busa,busa1253,1750,,asher_moseley_2007 titus
1023,Idoma,idom1241,1750,,asher_moseley_2007 titus
1024,Nupe-Nupe-Tako,nupe1254,1750,,asher_moseley_2007 titus
1025,Gbari,gbar1246,1750,,asher_moseley_2007 titus
1026,Gbagyi,gbag1258,1750,,asher_moseley_2007 titus
1027,Yoruba,yoru1245,1750,,asher_moseley_2007 titus
1028,Bini,bini1246,1750,,asher_moseley_2007 titus
1029,Igbo,nucl1417,1750,,asher_moseley_2007 titus
1030,Biseni-Okordia,bise1239,1750,,asher_moseley_2007 titus
1031,Izon,izon1238,1750,,asher_moseley_2007 titus
1032,Kalabari,kala1381,1750,,asher_moseley_2007 titus
1033,Ibani,iban1261,1750,,asher_moseley_2007 titus
1034,Kirike,kiri1254,1750,,asher_moseley_2007 titus
1035,Tumulung Sisaala,tumu1242,1750,,asher_moseley_2007 titus
1036,Gourmanchéma,gour1243,1750,,asher_moseley_2007 titus
1037,Kusaal,kusa1250,1750,,asher_moseley_2007 titus
1038,Dagbani,dagb1246,1750,,asher_moseley_2007 titus
1039,Lama (Togo),lama1275,1750,,asher_moseley_2007 titus
1040,Baatonum,baat1238,1750,,asher_moseley_2007 titus
1041,Ngangam,ngan1299,1750,,asher_moseley_2007 titus
1042,Pular,pula1262,1750,,asher_moseley_2007 titus
1043,Sereer,sere1260,1750,,asher_moseley_2007 titus
1044,Klao,klao1243,1750,,asher_moseley_2007 titus
1045,Guere,guer1240,1750,,asher_moseley_2007 titus
1046,Bakwé,bakw1243,1750,,asher_moseley_2007 titus
1047,Bassa,nucl1418,1750,,asher_moseley_2007 titus
1048,Bandi,band1352,1750,,asher_moseley_2007 titus
1049,Liberia Kpelle,libe1247,1750,,asher_moseley_2007 titus
1050,Loma,loma1260,1750,,asher_moseley_2007 titus
1051,Mende,mend1266,1750,,asher_moseley_2007 titus
1052,Kuwaa,kuwa1247,1750,,asher_moseley_2007 titus
1053,Anii,anyi1245,1750,,asher_moseley_2007 titus
1054,Awutu,awut1241,1750,,asher_moseley_2007 titus
1055,Baoulé,baou1238,1750,,asher_moseley_2007 titus
1056,Nzima,nzim1238,1750,,asher_moseley_2007 titus
1057,Chumburung,chum1261,1750,,asher_moseley_2007 titus
1058,Akan,akan1250,1750,,titus
1059,Gonja,gonj1241,1750,,asher_moseley_2007 titus
1060,Abron,abro1238,1750,,asher_moseley_2007 titus
1061,Djimini Senoufo,,1750,,asher_moseley_2007 titus
1062,Nyarafolo Senoufo,,1750,,asher_moseley_2007 titus
1063,Palaka Senoufo,,1750,,asher_moseley_2007 titus
1064,Senari,,1750,,asher_moseley_2007 titus
1065,Tagwana Senoufo,,1750,,asher_moseley_2007 titus
1066,Fe'fe',fefe1239,1750,,asher_moseley_2007 titus
1067,Efik,efik1245,1750,,asher_moseley_2007 titus
1068,Ibibio,ibib1240,1750,,asher_moseley_2007 titus
1069,Ejagham,ejag1239,1750,,asher_moseley_2007 titus
1070,Oroko,orok1266,1750,,asher_moseley_2007 titus
1071,Tunen,tune1261,1750,,asher_moseley_2007 titus
1072,Malba Birifor,malb1235,1750,,asher_moseley_2007 titus
1073,Obolo,obol1243,1750,,asher_moseley_2007 titus
1074,Bamun,bamu1253,1750,,asher_moseley_2007 titus
1075,Tuki,tuki1240,1750,,asher_moseley_2007 titus
1076,Mandinka,mand1436,1750,,asher_moseley_2007 titus
1077,Sankaran Maninka,sank1253,1750,,asher_moseley_2007 titus
1078,Soninke,soni1259,1750,,asher_moseley_2007 titus
1079,Supyire Senoufo,supy1237,1750,,asher_moseley_2007 titus
1080,Kasem,kase1253,1750,,asher_moseley_2007 titus
1081,Konni,konn1242,1750,,titus
1082,Chakali,chak1271,1750,,asher_moseley_2007 titus
1083,Buli (Ghana),buli1254,1750,,asher_moseley_2007 titus
1084,Téén,teen1242,1750,,asher_moseley_2007 titus
1085,Bondoukou Kulango,bond1246,1750,,asher_moseley_2007 titus
1086,Bouna Kulango,boun1243,1750,,asher_moseley_2007 titus
1087,Kuranko,kura1250,1750,,asher_moseley_2007 titus
1088,Konyanka Maninka,kony1250,1750,,asher_moseley_2007 titus
1089,Tera,tera1251,1750,,asher_moseley_2007 titus
1090,Bole,nucl1695,1750,,asher_moseley_2007 titus
1091,Bura-Pabir,bura1292,1750,,asher_moseley_2007 titus
1093,Ngambay,ngam1268,1750,,asher_moseley_2007 titus
1094,Kaba,kaba1281,1750,,asher_moseley_2007 titus
1095,Sara Kaba Náà,sara1321,1750,,asher_moseley_2007 titus
1096,Samburu,samb1315,1750,,asher_moseley_2007 titus
1097,Turkana,turk1308,1750,,titus
1098,Ganda,gand1255,1750,,asher_moseley_2007 titus
1099,Kamba (Kenya),kamb1297,1750,,asher_moseley_2007 titus
1100,Meru,meru1245,1750,,asher_moseley_2007 titus
1101,Fang,fang1246,1750,,asher_moseley_2007 titus
1102,Gbaya-Bossangoa,gbay1287,1750,,asher_moseley_2007 titus
1103,Northwest Gbaya,nort2775,1750,,asher_moseley_2007 titus
1104,Gbaya-Toongo,,1750,,asher_moseley_2007 titus
1105,Gbaya-Biyanda,,1750,,asher_moseley_2007 titus
1106,Kanembu,kane1243,1750,,asher_moseley_2007 titus
1107,Buduma,budu1265,1750,,asher_moseley_2007 titus
1108,Hausa,haus1257,1750,,asher_moseley_2007 titus
1109,Putai,puta1243,1750,,asher_moseley_2007 titus
1110,Bambara,bamb1269,1750,,asher_moseley_2007 titus
1111,Yalunka,yalu1240,1750,,asher_moseley_2007 titus
1112,Wojenaka,woje1238,1750,,titus
1113,Vai,vaii1241,1750,,asher_moseley_2007 titus
1114,Sherbro,sher1258,1750,,titus
1115,Susu,susu1250,1750,,titus
1116,Temne,timn1235,1750,,asher_moseley_2007 titus
1117,Southern Kisi,sout2778,1750,,titus
1118,Limba,limb1267,1750,,asher_moseley_2007 titus
1119,Dogon,dogo1299,1750,,asher_moseley_2007 titus
1120,Central Dagaare,sout2789,1750,,asher_moseley_2007 titus
1121,Nuni,nuni1253,1750,,asher_moseley_2007 titus
1122,Lyélé,lyel1241,1750,,titus
1123,Bimoba,bimo1239,1750,,asher_moseley_2007 titus
1124,Mampruli,mamp1244,1750,,asher_moseley_2007 titus
1125,Konkomba,konk1269,1750,,asher_moseley_2007 titus
1126,Dyula,dyul1238,1750,,asher_moseley_2007 titus
1127,Marka,mark1256,1750,,asher_moseley_2007 titus
1128,Mande Samo,mand1437,1750,,asher_moseley_2007 titus
1129,Southern Bobo Madaré,sout2840,1750,,asher_moseley_2007 titus
1130,Bomu,bomu1247,1750,,asher_moseley_2007 titus
1131,Bissa,biss1248,1750,,asher_moseley_2007 titus
1132,Tiv,tivv1240,1750,,asher_moseley_2007 titus
1133,Jukun Takum,juku1254,1750,,asher_moseley_2007 titus
1135,Tigon Mbembe,tigo1236,1750,,asher_moseley_2007 titus
1136,Kpan,kpan1246,1750,,asher_moseley_2007 titus
1137,TIikar,tika1246,1750,,asher_moseley_2007 titus
1138,Mambila,mamb1312,1750,,asher_moseley_2007 titus
1139,Bokoto,boko1261,1750,,asher_moseley_2007 titus
1140,Mbay,mbay1241,1750,,asher_moseley_2007 titus
1141,Mbum,mbum1254,1750,,asher_moseley_2007 titus
1142,Gbanu,gban1260,1750,,asher_moseley_2007 titus
1143,Bata,bata1314,1750,,asher_moseley_2007 titus
1144,Suma,suma1264,1750,,asher_moseley_2007 titus
1145,Marba,marb1239,1750,,asher_moseley_2007 titus
1146,Marba,marb1239,1750,,asher_moseley_2007 titus
1147,Musey,muse1242,1750,,asher_moseley_2007 titus
1148,Mesme,mesm1239,1750,,asher_moseley_2007 titus
1149,Kunama,kuna1268,1750,,asher_moseley_2007 titus
1150,Nilotic,nilo1247,1750,,asher_moseley_2007 titus
1151,Surmic,surm1244,1750,,asher_moseley_2007 titus
1152,Ethiopic,ethi1244,1750,,asher_moseley_2007 titus
1153,Ilwana,ilwa1237,1750,,asher_moseley_2007 titus
1154,Pokomo,poko1261,1750,,asher_moseley_2007 titus
1155,Mijikenda,miji1238,1750,,asher_moseley_2007 titus
1156,Seuta,seut1234,1750,,asher_moseley_2007 titus
1157,Ruvu,ruvu1235,1750,,asher_moseley_2007 titus
1158,Kami (Tanzania),kami1256,1750,,asher_moseley_2007 titus
1159,Iraqw,iraq1241,1750,,asher_moseley_2007 titus
1160,Alagwa,alag1248,1750,,asher_moseley_2007 titus
1161,Mbugwe,mbug1242,1750,,asher_moseley_2007 titus
1162,Langi,lang1320,1750,,asher_moseley_2007 titus
1163,Nyaturu,nyat1246,1750,,asher_moseley_2007 titus
1164,Nyakyusa-Ngonde,nyak1260,1750,,asher_moseley_2007 titus
1165,Zinza,zinz1238,1750,,asher_moseley_2007 titus
1166,Haya,haya1250,1750,,asher_moseley_2007 titus
1167,Tooro,toor1238,1750,,asher_moseley_2007 titus
1168,Sukuma,suku1261,1750,,asher_moseley_2007 titus
1169,Luyia,luyi1234,1750,,asher_moseley_2007 titus
1170,Ikoma-Nata,ikom1245,1750,,asher_moseley_2007 titus
1171,Sumbwa,sumb1240,1750,,asher_moseley_2007 titus
1172,Omotic,,1750,,asher_moseley_2007 titus
1173,Moru-Madi,moru1252,1750,,asher_moseley_2007 titus
1174,Mangbutu-Efe,mang1425,1750,,asher_moseley_2007 titus
1175,Mangbetu-Asua,mang1393,1750,,asher_moseley_2007 titus
1176,Burunge,buru1320,1750,,asher_moseley_2007 titus
1177,Gbaya-Bozoum,gbay1286,1750,,asher_moseley_2007 titus
1178,Northern Ngbandi,nort2774,1750,,asher_moseley_2007 titus
1179,Mbangi,,1750,,asher_moseley_2007 titus
