ID,Name,Description,Contributor,Citation,Glottocode,Year,Source,Media_IDs,Type,Map_IDs
map_1,,,,,,,carling2025diacl,,map,
626,Tututni,,,,tutu1242,1750,carling2025diacl;asher_moseley_2007;titus,features,feature,map_1
627,Upper Tanana,,,,uppe1437,1750,carling2025diacl;asher_moseley_2007,features,feature,map_1
628,Wailaki,,,,wail1244,1750,carling2025diacl;asher_moseley_2007;titus,features,feature,map_1
629,Western Apache,,,,west2615,1750,carling2025diacl;asher_moseley_2007;titus,features,feature,map_1
630,Southern Nambikuára,,,,sout2994,1750,carling2025diacl;titus,features,feature,map_1
631,Zaghawa,,,,zagh1240,1750,carling2025diacl;asher_moseley_2007;titus,features,feature,map_1
632,Central Kanuri,,,,cent2050,1750,carling2025diacl;asher_moseley_2007;titus,features,feature,map_1
633,Kanembu,,,,kane1243,1750,carling2025diacl;asher_moseley_2007;titus,features,feature,map_1
634,Guerrero Amuzgo,,,,guer1243,1750,carling2025diacl;titus,features,feature,map_1
635,Mezquital Otomi,,,,mezq1235,1750,carling2025diacl;titus,features,feature,map_1
636,San Juan Atzingo Popoloca,,,,sanj1285,1750,carling2025diacl;titus,features,feature,map_1
637,Arikara,,,,arik1262,1750,carling2025diacl;titus,features,feature,map_1
638,Caddo,,,,cadd1256,1750,carling2025diacl;asher_moseley_2007;titus,features,feature,map_1
639,Pawnee,,,,pawn1254,1750,carling2025diacl;titus,features,feature,map_1
640,Wichita,,,,wich1260,1750,carling2025diacl;titus,features,feature,map_1
641,Jebero,,,,jebe1250,1750,carling2025diacl;titus,features,feature,map_1
642,Chayahuita,,,,chay1248,1750,carling2025diacl;titus,features,feature,map_1
643,Apalaí,,,,apal1257,1750,carling2025diacl;titus,features,feature,map_1
644,Galibi Carib,,,,gali1262,1750,carling2025diacl;titus,features,feature,map_1
645,Hixkaryána,,,,hixk1239,1750,carling2025diacl;titus,features,feature,map_1
646,Macushi,,,,macu1259,1750,carling2025diacl;titus,features,feature,map_1
647,Ye'kuana,,,,maqu1238,1750,carling2025diacl;titus,features,feature,map_1
648,Panare,,,,enap1235,1750,carling2025diacl;titus,features,feature,map_1
649,Trió,,,,trio1238,1750,carling2025diacl;titus,features,feature,map_1
650,Waimiri-Atroari,,,,waim1253,1750,carling2025diacl;titus,features,feature,map_1
651,Waiwai,,,,waiw1244,1750,carling2025diacl;titus,features,feature,map_1
652,Wayana,,,,waya1269,1750,carling2025diacl;titus,features,feature,map_1
653,Bagirmi,,,,bagi1246,1750,carling2025diacl;asher_moseley_2007;titus,features,feature,map_1
654,Kaba,,,,kaba1281,1750,carling2025diacl;asher_moseley_2007;titus,features,feature,map_1
655,Mbay,,,,mbay1241,1750,carling2025diacl;asher_moseley_2007;titus,features,feature,map_1
656,Ngambay,,,,ngam1268,1750,carling2025diacl;asher_moseley_2007;titus,features,feature,map_1
657,Sara Kaba Náà,,,,sara1321,1750,carling2025diacl;asher_moseley_2007;titus,features,feature,map_1
658,Arhuaco,,,,arhu1242,1750,carling2025diacl;titus,features,feature,map_1
659,Barí,,,,bari1297,1750,carling2025diacl;titus,features,feature,map_1
660,Cabécar,,,,cabe1245,1750,carling2025diacl;titus,features,feature,map_1
661,Central Tunebo,,,,cent2150,1750,carling2025diacl;titus,features,feature,map_1
662,Pech,,,,pech1241,1750,carling2025diacl;titus,features,feature,map_1
663,Rama,,,,rama1270,1750,carling2025diacl;titus,features,feature,map_1
664,San Blas Kuna,,,,sanb1242,1750,carling2025diacl;titus,features,feature,map_1
665,Chimakum,,,,chim1310,1750,carling2025diacl;asher_moseley_2007;titus,features,feature,map_1
666,Quileute,,,,quil1240,1750,carling2025diacl;asher_moseley_2007;titus,features,feature,map_1
667,Lower Chinook,,,,chin1286,1750,carling2025diacl;asher_moseley_2007;titus,features,feature,map_1
668,Kathlamet,,,,kath1253,1750,carling2025diacl;asher_moseley_2007;titus,features,feature,map_1
669,Upper Chinook,,,,wasc1239,1750,carling2025diacl;asher_moseley_2007;titus,features,feature,map_1
670,Selk'nam,,,,onaa1245,1750,carling2025diacl;titus,features,feature,map_1
671,Tehuelche,,,,tehu1242,1750,carling2025diacl;titus,features,feature,map_1
672,Chukchi,,,,chuk1273,1750,carling2025diacl;asher_moseley_2007;titus,features,feature,map_1
673,Hanis,,,,coos1249,1750,carling2025diacl;asher_moseley_2007;titus,features,feature,map_1
674,Miluk,,,,milu1241,1750,carling2025diacl;asher_moseley_2007;titus,features,feature,map_1
675,Masai,,,,masa1300,1750,carling2025diacl;asher_moseley_2007;titus,features,feature,map_1
676,Samburu,,,,samb1315,1750,carling2025diacl;asher_moseley_2007;titus,features,feature,map_1
677,Turkana,,,,turk1308,1750,carling2025diacl;titus,features,feature,map_1
678,Aleut,,,,aleu1260,1750,carling2025diacl;asher_moseley_2007;titus,features,feature,map_1
679,Central Alaskan Yupik,,,,cent2127,1750,carling2025diacl;asher_moseley_2007,features,feature,map_1
680,West Greenlandic,,,,kala1399,1750,carling2025diacl;asher_moseley_2007;titus,features,feature,map_1
681,North Alaskan Iñupiatun,,,,nort2943,1750,carling2025diacl;asher_moseley_2007,features,feature,map_1
682,Northwest Alaska Iñupiatun,,,,nort2945,1750,carling2025diacl;asher_moseley_2007,features,feature,map_1
683,Alutiiq,,,,paci1278,1750,carling2025diacl;asher_moseley_2007,features,feature,map_1
684,East Greenlandic,,,,tunu1234,1750,carling2025diacl;asher_moseley_2007;titus,features,feature,map_1
685,Cuiba,,,,cuib1242,1750,carling2025diacl;titus,features,feature,map_1
686,Guahibo,,,,guah1255,1750,carling2025diacl;titus,features,feature,map_1
687,Haida,,,,haid1248,1750,carling2025diacl;titus,features,feature,map_1
688,She,,,,shee1238,1750,carling2025diacl;titus,features,feature,map_1
689,Barbareño,,,,barb1263,1750,carling2025diacl;asher_moseley_2007;titus,features,feature,map_1
690,Ineseño,,,,ines1240,1750,carling2025diacl;asher_moseley_2007;titus,features,feature,map_1
691,Ventureño,,,,vent1242,1750,carling2025diacl;asher_moseley_2007;titus,features,feature,map_1
692,Cochimí,,,,coch1272,1750,carling2025diacl;asher_moseley_2007;titus,features,feature,map_1
693,Cocopa,,,,coco1261,1750,carling2025diacl;asher_moseley_2007;titus,features,feature,map_1
694,Havasupai-Walapai-Yavapai,,,,hava1248,1750,carling2025diacl;asher_moseley_2007;titus,features,feature,map_1
695,Ipai,,,,ipai1240,1750,carling2025diacl;asher_moseley_2007;titus,features,feature,map_1
696,Kiliwa,,,,kili1268,1750,carling2025diacl;asher_moseley_2007;titus,features,feature,map_1
697,Maricopa,,,,mari1440,1750,carling2025diacl;asher_moseley_2007;titus,features,feature,map_1
698,Mohave,,,,moha1256,1750,carling2025diacl;asher_moseley_2007;titus,features,feature,map_1
699,Paipai,,,,paip1241,1750,carling2025diacl;asher_moseley_2007;titus,features,feature,map_1
700,Quechan,,,,quec1382,1750,carling2025diacl;asher_moseley_2007;titus,features,feature,map_1
701,Tipai,,,,kumi1248,1750,carling2025diacl;titus,features,feature,map_1
702,Achumawi,,,,achu1247,1750,carling2025diacl;asher_moseley_2007;titus,features,feature,map_1
703,Ayoreo,,,,ayor1240,1750,carling2025diacl;titus,features,feature,map_1
704,Bora,,,,bora1263,1750,carling2025diacl;titus,features,feature,map_1
705,Borôro,,,,boro1282,1750,carling2025diacl;titus,features,feature,map_1
706,Burushaski,,,,buru1296,1750,carling2025diacl;titus,features,feature,map_1
707,Fulniô,,,,fuln1247,1750,carling2025diacl;titus,features,feature,map_1
708,Fur,,,,furr1244,1750,carling2025diacl;titus,features,feature,map_1
709,Ket,,,,kett1243,1750,carling2025diacl;asher_moseley_2007;titus,features,feature,map_1
710,Klamath-Modoc,,,,klam1254,1750,carling2025diacl;asher_moseley_2007;titus,features,feature,map_1
711,Kunama,,,,kuna1268,1750,carling2025diacl;asher_moseley_2007;titus,features,feature,map_1
712,Mapudungun,,,,mapu1245,1750,carling2025diacl;titus,features,feature,map_1
713,Trumai,,,,trum1247,1750,carling2025diacl;titus,features,feature,map_1
714,Uru-Chipaya,,,,uruu1244,1750,carling2025diacl;titus,features,feature,map_1
715,Washo,,,,wash1253,1750,carling2025diacl;asher_moseley_2007;titus,features,feature,map_1
716,Yagua,,,,yagu1244,1750,carling2025diacl;titus,features,feature,map_1
717,Yahgan,,,,yama1264,1750,carling2025diacl;titus,features,feature,map_1
718,Yana,,,,yana1271,1750,carling2025diacl;asher_moseley_2007;titus,features,feature,map_1
719,Quechua Santiago del Éstero,,,,sant1432,1750,carling2025diacl;titus,features,feature,map_1
720,Callawaya,,,,call1235,1750,carling2025diacl;titus,features,feature,map_1
721,Puquina,,,,puqu1242,1750,carling2025diacl;titus,features,feature,map_1
722,Atacameño,,,,,1750,carling2025diacl;titus,features,feature,map_1
723,Huilliche,,,,huil1244,1750,carling2025diacl;titus,features,feature,map_1
724,Qawasqar,,,,,1750,carling2025diacl;titus,features,feature,map_1
725,Huarpe,,,,huar1251,1750,carling2025diacl;titus,features,feature,map_1
726,Charrúa,,,,char1240,1750,carling2025diacl;titus,features,feature,map_1
727,Kaingang,,,,,1750,carling2025diacl;titus,features,feature,map_1
728,Puelche,,,,,1750,carling2025diacl;titus,features,feature,map_1
729,Pai-Tavyterá,,,,,1750,carling2025diacl;titus,features,feature,map_1
730,Aché-Guayakí,,,,,1750,carling2025diacl;titus,features,feature,map_1
731,Mak'a,,,,,1750,carling2025diacl;titus,features,feature,map_1
732,Niwaklé,,,,,1750,carling2025diacl;titus,features,feature,map_1
733,Chorotí,,,,,1750,carling2025diacl;titus,features,feature,map_1
734,Itené,,,,,1750,carling2025diacl;titus,features,feature,map_1
735,Ofayé,,,,,1750,carling2025diacl;titus,features,feature,map_1
736,Carirí,,,,kari1254,1750,carling2025diacl;titus,features,feature,map_1
737,Shebayo,,,,,1750,carling2025diacl;titus,features,feature,map_1
738,Kogi,,,,cogu1240,1750,carling2025diacl;titus,features,feature,map_1
739,Ese'ejja,,,,esee1248,1750,carling2025diacl;titus,features,feature,map_1
740,Lengua-Mascoy,,,,,1750,carling2025diacl;titus,features,feature,map_1
741,Guató,,,,,1750,carling2025diacl;titus,features,feature,map_1
742,Xavánte,,,,xava1240,1750,carling2025diacl;titus,features,feature,map_1
743,Xerente,,,,xere1240,1750,carling2025diacl;titus,features,feature,map_1
744,Paunaca,,,,paun1241,1750,carling2025diacl;titus,features,feature,map_1
745,Marawan,,,,mara1408,1750,carling2025diacl;titus,features,feature,map_1
746,Bermejo Wichí,,,,wich1263,1750,carling2025diacl;titus,features,feature,map_1
747,Maxakalí,,,,maxa1247,1750,carling2025diacl;titus,features,feature,map_1
748,Botocudo,,,,kren1239,1750,carling2025diacl;titus,features,feature,map_1
749,Kamakã,,,,kama1372,1750,carling2025diacl;titus,features,feature,map_1
750,Manao,,,,mana1299,1750,carling2025diacl;titus,features,feature,map_1
751,Warao,,,,wara1303,1750,carling2025diacl;titus,features,feature,map_1
752,Yanomamö,,,,yano1261,1750,carling2025diacl;titus,features,feature,map_1
753,Saraveca,,,,sara1331,1750,carling2025diacl;titus,features,feature,map_1
754,Bakairí,,,,baka1277,1750,carling2025diacl;titus,features,feature,map_1
755,Pemón,,,,,1750,carling2025diacl;titus,features,feature,map_1
756,Guayabero,,,,,1750,carling2025diacl;titus,features,feature,map_1
757,Carijona,,,,,1750,carling2025diacl;titus,features,feature,map_1
758,Secoya,,,,,1750,carling2025diacl;titus,features,feature,map_1
759,Achuar,,,,,1750,carling2025diacl;titus,features,feature,map_1
760,Candoshi,,,,,1750,carling2025diacl;titus,features,feature,map_1
761,Urarina,,,,,1750,carling2025diacl;titus,features,feature,map_1
762,Auishiri,,,,,1750,carling2025diacl;titus,features,feature,map_1
763,Sabela,,,,,1750,carling2025diacl;titus,features,feature,map_1
764,Cofán,,,,,1750,carling2025diacl;titus,features,feature,map_1
765,Páez,,,,,1750,carling2025diacl;titus,features,feature,map_1
766,Guambiano,,,,,1750,carling2025diacl;titus,features,feature,map_1
767,Gamela,,,,,1750,carling2025diacl;titus,features,feature,map_1
768,Tarairiu,,,,tara1303,1750,carling2025diacl;titus,features,feature,map_1
769,Atorai,,,,,1750,carling2025diacl;titus,features,feature,map_1
770,Hoti,,,,,1750,carling2025diacl;titus,features,feature,map_1
771,Sáliva,,,,,1750,carling2025diacl;titus,features,feature,map_1
772,Andoque,,,,ando1254,1750,carling2025diacl;titus,features,feature,map_1
773,Minica Huitoto,,,,,1750,carling2025diacl;titus,features,feature,map_1
774,Ocaína,,,,,1750,carling2025diacl;titus,features,feature,map_1
775,Pirahã,,,,,1750,carling2025diacl;titus,features,feature,map_1
776,Rikbatsá,,,,,1750,carling2025diacl;titus,features,feature,map_1
777,Coreguaje,,,,,1750,carling2025diacl;titus,features,feature,map_1
778,Tuyuca,,,,,1750,carling2025diacl;titus,features,feature,map_1
779,Macuna,,,,,1750,carling2025diacl;titus,features,feature,map_1
780,Yabaâna,,,,,1750,carling2025diacl;titus,features,feature,map_1
781,Wirina,,,,uiri1238,1750,carling2025diacl;titus,features,feature,map_1
782,Apolista,,,,apol1242,1750,carling2025diacl;titus,features,feature,map_1
783,Araua,,,,arua1264,1750,carling2025diacl;titus,features,feature,map_1
784,Mapidian,,,,,1750,carling2025diacl;titus,features,feature,map_1
785,Pasé,,,,pass1250,1750,carling2025diacl;titus,features,feature,map_1
786,Cayuishana,,,,kais1242,1750,carling2025diacl;titus,features,feature,map_1
787,Waraicu,,,,arai1239,1750,carling2025diacl;titus,features,feature,map_1
788,Katukina,,,,katu1274,1750,carling2025diacl;titus,features,feature,map_1
789,Arauá,,,,,1750,carling2025diacl;titus,features,feature,map_1
790,Marawa,,,,mara1409,1750,carling2025diacl;titus,features,feature,map_1
791,Catuqina do Acre,,,,,1750,carling2025diacl;titus,features,feature,map_1
792,Pacahuara,,,,,1750,carling2025diacl;titus,features,feature,map_1
793,Marúbo,,,,,1750,carling2025diacl;titus,features,feature,map_1
794,Macu,,,,,1750,carling2025diacl;titus,features,feature,map_1
795,Catío,,,,,1750,carling2025diacl;titus,features,feature,map_1
796,Chimila,,,,,1750,carling2025diacl;titus,features,feature,map_1
797,Quimbaya,,,,,1750,carling2025diacl;titus,features,feature,map_1
798,Yurumanguí,,,,yuru1243,1750,carling2025diacl;titus,features,feature,map_1
799,Yucpa,,,,,1750,carling2025diacl;titus,features,feature,map_1
800,Jirajara,,,,jira1235,1750,carling2025diacl;titus,features,feature,map_1
801,Timote,,,,timo1237,1750,carling2025diacl;titus,features,feature,map_1
802,Guamo,,,,guam1236,1750,carling2025diacl;titus,features,feature,map_1
803,Otomaco,,,,otom1301,1750,carling2025diacl;titus,features,feature,map_1
804,Yaruro,,,,,1750,carling2025diacl;titus,features,feature,map_1
805,Manajé,,,,,1750,carling2025diacl;titus,features,feature,map_1
806,Pankarurú,,,,,1750,carling2025diacl;titus,features,feature,map_1
807,Xukuru,,,,,1750,carling2025diacl;titus,features,feature,map_1
808,Huamoi,,,,,1750,carling2025diacl;titus,features,feature,map_1
809,Tushá,,,,,1750,carling2025diacl;titus,features,feature,map_1
810,Katembri,,,,,1750,carling2025diacl;titus,features,feature,map_1
811,Puri-Coroado,,,,coro1249,1750,carling2025diacl;titus,features,feature,map_1
812,Txikāo,,,,,1750,carling2025diacl;titus,features,feature,map_1
813,Suyá,,,,,1750,carling2025diacl;titus,features,feature,map_1
814,Geico,,,,geic1236,1750,carling2025diacl;titus,features,feature,map_1
815,Chané,,,,,1750,carling2025diacl;titus,features,feature,map_1
816,Guaná,,,,,1750,carling2025diacl;titus,features,feature,map_1
817,Zamuco,,,,zamu1245,1750,carling2025diacl;titus,features,feature,map_1
818,Esmeralda,,,,,1750,carling2025diacl;titus,features,feature,map_1
819,Kamsá,,,,,1750,carling2025diacl;titus,features,feature,map_1
820,Andoquí,,,,,1750,carling2025diacl;titus,features,feature,map_1
821,Quingnam,,,,quig1235,1750,carling2025diacl;titus,features,feature,map_1
822,Muchik,,,,,1750,carling2025diacl;titus,features,feature,map_1
823,Sec,,,,,1750,carling2025diacl;titus,features,feature,map_1
824,Muniche,,,,,1750,carling2025diacl;titus,features,feature,map_1
825,Hibito-Cholón,,,,hibi1242,1750,carling2025diacl;titus,features,feature,map_1
826,Culli,,,,cull1235,1750,carling2025diacl;titus,features,feature,map_1
827,Vilela,,,,,1750,carling2025diacl;titus,features,feature,map_1
828,Canichana,,,,,1750,carling2025diacl;titus,features,feature,map_1
829,Western Bolivian Paraguay,,,,,1750,carling2025diacl;titus,features,feature,map_1
830,Otuké,,,,,1750,carling2025diacl;titus,features,feature,map_1
831,Mehináku,,,,,1750,carling2025diacl;titus,features,feature,map_1
832,Gorgotoqui,,,,,1750,carling2025diacl;titus,features,feature,map_1
833,Puinave,,,,,1750,carling2025diacl;titus,features,feature,map_1
834,Macaguane,,,,,1750,carling2025diacl;titus,features,feature,map_1
835,Sapé,,,,,1750,carling2025diacl;titus,features,feature,map_1
836,Awaké,,,,,1750,carling2025diacl;titus,features,feature,map_1
837,Kukura,,,,,1750,carling2025diacl;titus,features,feature,map_1
838,Taruma,,,,,1750,carling2025diacl;titus,features,feature,map_1
839,Bane,,,,,1750,carling2025diacl;titus,features,feature,map_1
840,Lule,,,,,1750,carling2025diacl;titus,features,feature,map_1
841,Cuniba,,,,,1750,carling2025diacl;titus,features,feature,map_1
842,Ticuna,,,,,1750,carling2025diacl;titus,features,feature,map_1
843,Yuri,,,,,1750,carling2025diacl;titus,features,feature,map_1
844,Wainuma,,,,,1750,carling2025diacl;titus,features,feature,map_1
845,Guarú,,,,,1750,carling2025diacl;titus,features,feature,map_1
846,Capón,,,,,1750,carling2025diacl;titus,features,feature,map_1
847,Nahukuá,,,,,1750,carling2025diacl;titus,features,feature,map_1
848,Chapacura,,,,,1750,carling2025diacl;titus,features,feature,map_1
849,Urupá,,,,,1750,carling2025diacl;titus,features,feature,map_1
850,Irantxe,,,,,1750,carling2025diacl;titus,features,feature,map_1
851,Matanawí,,,,,1750,carling2025diacl;titus,features,feature,map_1
852,Bocota,,,,bugl1243,1750,carling2025diacl;titus,features,feature,map_1
853,Guaimi,,,,ngab1239,1750,carling2025diacl;titus,features,feature,map_1
854,Bribri,,,,brib1243,1750,carling2025diacl;titus,features,feature,map_1
855,Guatuso,,,,male1297,1750,carling2025diacl;titus,features,feature,map_1
856,Matagalpa,,,,mata1288,1750,carling2025diacl;titus,features,feature,map_1
857,Sumo,,,,maya1285,1750,carling2025diacl;titus,features,feature,map_1
858,Zapotec,,,,zapo1436,1750,carling2025diacl;titus,features,feature,map_1
859,Chinantec,,,,chin1484,1750,carling2025diacl;titus,features,feature,map_1
860,Totonac,,,,toto1252,1750,carling2025diacl;titus,features,feature,map_1
861,Mixtec,,,,mixt1427,1750,carling2025diacl;titus,features,feature,map_1
862,Tcholabal,,,,tojo1241,1750,carling2025diacl;titus,features,feature,map_1
863,Mazahua,,,,cent2144,1750,carling2025diacl;titus,features,feature,map_1
864,Xincan,,,,xinc1237,1750,carling2025diacl;titus,features,feature,map_1
865,Tlapanec,,,,subt1249,1750,carling2025diacl;titus,features,feature,map_1
866,Tarasca,,,,tara1323,1750,carling2025diacl;titus,features,feature,map_1
867,Lenca,,,,lenc1239,1750,carling2025diacl;titus,features,feature,map_1
868,Uspantec,,,,uspa1245,1750,carling2025diacl;titus,features,feature,map_1
869,Achi,,,,achi1256,1750,carling2025diacl;titus,features,feature,map_1
870,Na-Dené,,,,atha1245,1750,carling2025diacl;titus,features,feature,map_1
871,Iroquian,,,,iroq1247,1750,carling2025diacl;titus,features,feature,map_1
872,Beothuk,,,,beot1247,1750,carling2025diacl;titus,features,feature,map_1
873,Degexit'an,,,,dege1248,1750,carling2025diacl;asher_moseley_2007,features,feature,map_1
874,Ahtna,,,,ahte1237,1750,carling2025diacl;asher_moseley_2007,features,feature,map_1
875,Muskogean,,,,musk1252,1750,carling2025diacl;titus,features,feature,map_1
876,South Slavey,,,,sout2959,1750,carling2025diacl;asher_moseley_2007;titus,features,feature,map_1
877,Han,,,,hann1241,1750,carling2025diacl;asher_moseley_2007,features,feature,map_1
878,Holicachuk,,,,holi1241,1750,carling2025diacl;asher_moseley_2007,features,feature,map_1
879,Sekani,,,,seka1250,1750,carling2025diacl;asher_moseley_2007,features,feature,map_1
880,Tsetsaut,,,,tset1236,1750,carling2025diacl;asher_moseley_2007,features,feature,map_1
881,Northern Tutchone,,,,nort2941,1750,carling2025diacl;asher_moseley_2007,features,feature,map_1
882,Upper Kuskokwim,,,,uppe1438,1750,carling2025diacl;asher_moseley_2007,features,feature,map_1
883,Haisla,,,,hais1244,1750,carling2025diacl;asher_moseley_2007,features,feature,map_1
884,Naskapi,,,,nask1242,1750,carling2025diacl;asher_moseley_2007;titus,features,feature,map_1
885,East Cree,,,,cree1272,1750,carling2025diacl;asher_moseley_2007;titus,features,feature,map_1
886,Pentlacht,,,,pent1242,1750,carling2025diacl;asher_moseley_2007;titus,features,feature,map_1
887,Laurentian,,,,laur1250,1750,carling2025diacl;asher_moseley_2007;titus,features,feature,map_1
888,Wenro,,,,wenr1236,1750,carling2025diacl;asher_moseley_2007;titus,features,feature,map_1
889,Erie,,,,erie1238,1750,carling2025diacl;asher_moseley_2007;titus,features,feature,map_1
890,Neutral,,,,neut1237,1750,carling2025diacl;asher_moseley_2007;titus,features,feature,map_1
891,Susquehannock,,,,susq1241,1750,carling2025diacl;asher_moseley_2007;titus,features,feature,map_1
892,Timucua,,,,timu1245,1750,carling2025diacl;asher_moseley_2007;titus,features,feature,map_1
893,Natchez,,,,natc1249,1750,carling2025diacl;asher_moseley_2007;titus,features,feature,map_1
894,Alsea,,,,alse1251,1750,carling2025diacl;asher_moseley_2007;titus,features,feature,map_1
895,Central Kalapuyan,,,,kala1400,1750,carling2025diacl;asher_moseley_2007;titus,features,feature,map_1
896,Cruzeño,,,,cruz1243,1750,carling2025diacl;asher_moseley_2007;titus,features,feature,map_1
897,Mahican,,,,mahi1248,1750,carling2025diacl;asher_moseley_2007;titus,features,feature,map_1
898,Nanticoke,,,,nant1249,1750,carling2025diacl;asher_moseley_2007;titus,features,feature,map_1
899,Obispeño,,,,obis1242,1750,carling2025diacl;asher_moseley_2007;titus,features,feature,map_1
900,Purisimeño,,,,puri1259,1750,carling2025diacl;asher_moseley_2007;titus,features,feature,map_1
901,Siuslaw,,,,sius1254,1750,carling2025diacl;asher_moseley_2007;titus,features,feature,map_1
902,Tualatin-Yamhill,,,,tual1242,1750,carling2025diacl;asher_moseley_2007;titus,features,feature,map_1
903,Upper Umpqua,,,,uppe1436,1750,carling2025diacl;asher_moseley_2007;titus,features,feature,map_1
904,Yaquina,,,,yaqu1250,1750,carling2025diacl;titus,features,feature,map_1
905,Yoncalla,,,,yonc1234,1750,carling2025diacl;asher_moseley_2007;titus,features,feature,map_1
906,Wintu,,,,wint1259,1750,carling2025diacl;asher_moseley_2007;titus,features,feature,map_1
907,Karok,,,,karo1304,1750,carling2025diacl;asher_moseley_2007;titus,features,feature,map_1
908,Takelma,,,,take1257,1750,carling2025diacl;asher_moseley_2007;titus,features,feature,map_1
909,Sahaptin,,,,sout1502,1750,carling2025diacl;asher_moseley_2007;titus,features,feature,map_1
910,Kalipsel,,,,kali1307,1750,carling2025diacl;asher_moseley_2007;titus,features,feature,map_1
911,Kutenai,,,,kute1249,1750,carling2025diacl;asher_moseley_2007;titus,features,feature,map_1
912,Kwalhioqua,,,,kwal1258,1750,carling2025diacl;asher_moseley_2007;titus,features,feature,map_1
913,Salinan,,,,sali1253,1750,carling2025diacl;asher_moseley_2007;titus,features,feature,map_1
914,Tongva,,,,tong1329,1750,carling2025diacl;asher_moseley_2007;titus,features,feature,map_1
915,Zuni,,,,zuni1245,1750,carling2025diacl;asher_moseley_2007;titus,features,feature,map_1
916,Wampano,,,,wamp1250,1750,carling2025diacl;asher_moseley_2007;titus,features,feature,map_1
917,Southern Paiute,,,,sout2969,1750,carling2025diacl;asher_moseley_2007;titus,features,feature,map_1
918,Chemehuevi,,,,chem1251,1750,carling2025diacl;asher_moseley_2007;titus,features,feature,map_1
919,Ute,,,,utee1244,1750,carling2025diacl;asher_moseley_2007;titus,features,feature,map_1
920,Seri,,,,seri1257,1750,carling2025diacl;asher_moseley_2007;titus,features,feature,map_1
921,Etchemin,,,,,1750,carling2025diacl;asher_moseley_2007;titus,features,feature,map_1
922,Carolinan Algonquian,,,,caro1243,1750,carling2025diacl;asher_moseley_2007;titus,features,feature,map_1
923,Powhatan,,,,powh1243,1750,carling2025diacl;asher_moseley_2007;titus,features,feature,map_1
924,Pericú,,,,peri1250,1750,carling2025diacl;asher_moseley_2007,features,feature,map_1
925,Monqui,,,,,1750,carling2025diacl;asher_moseley_2007,features,feature,map_1
926,Guaicura,,,,,1750,carling2025diacl;asher_moseley_2007,features,feature,map_1
927,Huchití,,,,,1750,carling2025diacl;asher_moseley_2007,features,feature,map_1
928,Algic,,,,algi1248,1750,carling2025diacl;titus,features,feature,map_1
929,Nivkh,,,,gily1242,1750,carling2025diacl;asher_moseley_2007;titus,features,feature,map_1
930,Koryak,,,,kory1246,1750,carling2025diacl;asher_moseley_2007;titus,features,feature,map_1
931,Shor,,,,shor1247,1750,carling2025diacl;asher_moseley_2007;titus,features,feature,map_1
932,Kola Sami,,,,kild1236,1750,carling2025diacl;asher_moseley_2007;titus,features,feature,map_1
933,Karelian,,,,kare1335,1750,carling2025diacl;asher_moseley_2007;titus,features,feature,map_1
934,Moksha,,,,moks1248,1750,carling2025diacl;asher_moseley_2007;titus,features,feature,map_1
935,Oroch,,,,oroc1248,1750,carling2025diacl;asher_moseley_2007;titus,features,feature,map_1
936,Salar,,,,sala1264,1750,carling2025diacl;titus,features,feature,map_1
937,Mienic,,,,mien1242,1750,carling2025diacl;titus,features,feature,map_1
938,Hmongic,,,,hmon1337,1750,carling2025diacl;titus,features,feature,map_1
939,Naxi,,,,naxi1245,1750,carling2025diacl;titus,features,feature,map_1
940,Zhuang,,,,nort3180,1750,carling2025diacl;titus,features,feature,map_1
941,Hani,,,,hani1248,1750,carling2025diacl;titus,features,feature,map_1
942,Yazgulyami,,,,yazg1240,1750,carling2025diacl;titus,features,feature,map_1
943,Ishkashimi,,,,ishk1246,1750,carling2025diacl;titus,features,feature,map_1
944,Munji,,,,munj1244,1750,carling2025diacl;titus,features,feature,map_1
945,Yidgha,,,,yidg1240,1750,carling2025diacl;titus,features,feature,map_1
946,Khoe-Kwadi,,,,khoe1240,1750,carling2025diacl;asher_moseley_2007;titus,features,feature,map_1
947,Western Canadian Inuktitut,,,,west2618,1750,carling2025diacl;asher_moseley_2007;titus,features,feature,map_1
948,Eastern Canadian Inuktitut,,,,east2534,1750,carling2025diacl;titus,features,feature,map_1
949,Taa-!Kwi,,,,tuuu1241,1750,carling2025diacl;titus,features,feature,map_1
950,Kx'a,,,,kxaa1236,1750,carling2025diacl;asher_moseley_2007;titus,features,feature,map_1
951,Berber,,,,berb1260,1750,carling2025diacl;titus,features,feature,map_1
952,Cushitic,,,,cush1243,1750,carling2025diacl;titus,features,feature,map_1
953,Oromoid,,,,nucl1701,1750,carling2025diacl;asher_moseley_2007;titus,features,feature,map_1
954,Omotic,,,,,1750,carling2025diacl;asher_moseley_2007;titus,features,feature,map_1
955,Arabic,,,,arab1395,1750,carling2025diacl;titus,features,feature,map_1
956,Songhay,,,,song1307,1750,carling2025diacl;titus,features,feature,map_1
957,Nilotic,,,,nilo1247,1750,carling2025diacl;asher_moseley_2007;titus,features,feature,map_1
958,Nubian,,,,nubi1251,1750,carling2025diacl;titus,features,feature,map_1
959,Maban,,,,maba1276,1750,carling2025diacl;asher_moseley_2007;titus,features,feature,map_1
960,Chokwe,,,,,1750,carling2025diacl;asher_moseley_2007;titus,features,feature,map_1
