ID,Name,Description,Contributor,Citation,Glottocode,Year,Source,Media_IDs,Type,Map_IDs
map_1,,,,,,,carling2025diacl,,map,
328,Luvale,,,,luva1239,1750,carling2025diacl;asher_moseley_2007;titus,features,feature,map_1
329,Luyi,,,,luya1241,1750,carling2025diacl;asher_moseley_2007;titus,features,feature,map_1
330,Kaonde,,,,kaon1241,1750,carling2025diacl;asher_moseley_2007;titus,features,feature,map_1
331,Luba-Katanga,,,,luba1250,1750,carling2025diacl;asher_moseley_2007;titus,features,feature,map_1
332,Bemba,,,,bemb1257,1750,carling2025diacl;asher_moseley_2007;titus,features,feature,map_1
333,Chitonga,,,,tong1318,1750,carling2025diacl;asher_moseley_2007;titus,features,feature,map_1
334,Ila,,,,ilaa1246,1750,carling2025diacl;asher_moseley_2007;titus,features,feature,map_1
335,Lala-Bisa,,,,lala1264,1750,carling2025diacl;asher_moseley_2007;titus,features,feature,map_1
336,Lamba,,,,lamb1271,1750,carling2025diacl;asher_moseley_2007;titus,features,feature,map_1
337,Lenje,,,,lenj1248,1750,carling2025diacl;asher_moseley_2007;titus,features,feature,map_1
338,Nyakyusa-Ngonde,,,,nyak1260,1750,carling2025diacl;asher_moseley_2007;titus,features,feature,map_1
339,Soli,,,,soli1239,1750,carling2025diacl;asher_moseley_2007;titus,features,feature,map_1
340,Ngoni,,,,ngon1269,1750,carling2025diacl;asher_moseley_2007;titus,features,feature,map_1
341,Nyanja,,,,nyan1308,1750,carling2025diacl;asher_moseley_2007;titus,features,feature,map_1
342,Sena,,,,nucl1396,1750,carling2025diacl;asher_moseley_2007;titus,features,feature,map_1
343,Tumbuka,,,,tumb1250,1750,carling2025diacl;asher_moseley_2007;titus,features,feature,map_1
344,Chimwera,,,,mwer1248,1750,carling2025diacl;asher_moseley_2007;titus,features,feature,map_1
345,Machinga,,,,mach1265,1750,carling2025diacl;asher_moseley_2007;titus,features,feature,map_1
346,Makhuwa,,,,makh1264,1750,carling2025diacl;asher_moseley_2007;titus,features,feature,map_1
347,Makonde,,,,mako1251,1750,carling2025diacl;asher_moseley_2007;titus,features,feature,map_1
348,Matumbi,,,,matu1259,1750,carling2025diacl;asher_moseley_2007;titus,features,feature,map_1
349,Ndengereko,,,,nden1248,1750,carling2025diacl;asher_moseley_2007;titus,features,feature,map_1
350,Yao,,,,yaoo1241,1750,carling2025diacl;asher_moseley_2007;titus,features,feature,map_1
351,Herero,,,,here1253,1750,carling2025diacl;asher_moseley_2007;titus,features,feature,map_1
352,Umbundu,,,,umbu1257,1750,carling2025diacl;asher_moseley_2007;titus,features,feature,map_1
353,Shona,,,,shon1251,1750,carling2025diacl;asher_moseley_2007;titus,features,feature,map_1
354,Southern Sotho,,,,sout2807,1750,carling2025diacl;titus,features,feature,map_1
355,Swati,,,,swat1243,1750,carling2025diacl;titus,features,feature,map_1
356,Tswa,,,,tswa1255,1750,carling2025diacl;asher_moseley_2007;titus,features,feature,map_1
357,Tswana,,,,tswa1253,1750,carling2025diacl;asher_moseley_2007;titus,features,feature,map_1
358,Venda,,,,vend1245,1750,carling2025diacl;asher_moseley_2007;titus,features,feature,map_1
359,Zulu,,,,zulu1248,1750,carling2025diacl;asher_moseley_2007;titus,features,feature,map_1
360,Pular,,,,pula1262,1750,carling2025diacl;asher_moseley_2007;titus,features,feature,map_1
361,Sereer,,,,sere1260,1750,carling2025diacl;asher_moseley_2007;titus,features,feature,map_1
362,Wolof,,,,nucl1347,1750,carling2025diacl;asher_moseley_2007;titus,features,feature,map_1
363,Baatonum,,,,baat1238,1750,carling2025diacl;asher_moseley_2007;titus,features,feature,map_1
364,Bimoba,,,,bimo1239,1750,carling2025diacl;asher_moseley_2007;titus,features,feature,map_1
365,Buli (Ghana),,,,buli1254,1750,carling2025diacl;asher_moseley_2007;titus,features,feature,map_1
366,Central Dagaare,,,,sout2789,1750,carling2025diacl;asher_moseley_2007;titus,features,feature,map_1
367,Dagbani,,,,dagb1246,1750,carling2025diacl;asher_moseley_2007;titus,features,feature,map_1
368,Gourmanchéma,,,,gour1243,1750,carling2025diacl;asher_moseley_2007;titus,features,feature,map_1
369,Konni,,,,konn1242,1750,carling2025diacl;titus,features,feature,map_1
370,Kusaal,,,,kusa1250,1750,carling2025diacl;asher_moseley_2007;titus,features,feature,map_1
371,Malba Birifor,,,,malb1235,1750,carling2025diacl;asher_moseley_2007;titus,features,feature,map_1
372,Mooré,,,,moss1236,1750,carling2025diacl;asher_moseley_2007;titus,features,feature,map_1
373,Ngangam,,,,ngan1299,1750,carling2025diacl;asher_moseley_2007;titus,features,feature,map_1
374,Gbagyi,,,,gbag1258,1750,carling2025diacl;asher_moseley_2007;titus,features,feature,map_1
375,Gbari,,,,gbar1246,1750,carling2025diacl;asher_moseley_2007;titus,features,feature,map_1
376,Nupe-Nupe-Tako,,,,nupe1254,1750,carling2025diacl;asher_moseley_2007;titus,features,feature,map_1
377,Abron,,,,abro1238,1750,carling2025diacl;asher_moseley_2007;titus,features,feature,map_1
378,Akan,,,,akan1250,1750,carling2025diacl;asher_moseley_2007;titus,features,feature,map_1
379,Anii,,,,anyi1245,1750,carling2025diacl;asher_moseley_2007;titus,features,feature,map_1
380,Awutu,,,,awut1241,1750,carling2025diacl;asher_moseley_2007;titus,features,feature,map_1
381,Baoulé,,,,baou1238,1750,carling2025diacl;asher_moseley_2007;titus,features,feature,map_1
382,Chumburung,,,,chum1261,1750,carling2025diacl;asher_moseley_2007;titus,features,feature,map_1
383,Ga,,,,gaaa1244,1750,carling2025diacl;asher_moseley_2007;titus,features,feature,map_1
384,Gonja,,,,gonj1241,1750,carling2025diacl;asher_moseley_2007;titus,features,feature,map_1
385,Nzima,,,,nzim1238,1750,carling2025diacl;asher_moseley_2007;titus,features,feature,map_1
386,Supyire Senoufo,,,,supy1237,1750,carling2025diacl;asher_moseley_2007;titus,features,feature,map_1
387,Sherbro,,,,sher1258,1750,carling2025diacl;titus,features,feature,map_1
388,Southern Kisi,,,,sout2778,1750,carling2025diacl;titus,features,feature,map_1
389,Temne,,,,timn1235,1750,carling2025diacl;asher_moseley_2007;titus,features,feature,map_1
390,Chakali,,,,chak1271,1750,carling2025diacl;asher_moseley_2007;titus,features,feature,map_1
391,Kasem,,,,kase1253,1750,carling2025diacl;asher_moseley_2007;titus,features,feature,map_1
392,Lama (Togo),,,,lama1275,1750,carling2025diacl;asher_moseley_2007;titus,features,feature,map_1
393,Tumulung Sisaala,,,,tumu1242,1750,carling2025diacl;asher_moseley_2007;titus,features,feature,map_1
394,Tiv,,,,tivv1240,1750,carling2025diacl;asher_moseley_2007;titus,features,feature,map_1
395,Gbaya-Bossangoa,,,,gbay1287,1750,carling2025diacl;asher_moseley_2007;titus,features,feature,map_1
396,Mono (Banda),,,,mono1270,1750,carling2025diacl;asher_moseley_2007;titus,features,feature,map_1
397,Ngbaka Minagende,,,,ngba1285,1750,carling2025diacl;asher_moseley_2007;titus,features,feature,map_1
398,Northwest Gbaya,,,,nort2775,1750,carling2025diacl;asher_moseley_2007;titus,features,feature,map_1
399,Zande,,,,zand1248,1750,carling2025diacl;asher_moseley_2007;titus,features,feature,map_1
400,Klao,,,,klao1243,1750,carling2025diacl;asher_moseley_2007;titus,features,feature,map_1
401,Southern Grebo,,,,sout2826,1750,carling2025diacl;asher_moseley_2007;titus,features,feature,map_1
402,Bamun,,,,bamu1253,1750,carling2025diacl;asher_moseley_2007;titus,features,feature,map_1
403,Fe'fe',,,,fefe1239,1750,carling2025diacl;asher_moseley_2007;titus,features,feature,map_1
404,Yoruba,,,,yoru1245,1750,carling2025diacl;asher_moseley_2007;titus,features,feature,map_1
405,Plateau Malagasy,,,,plat1254,1750,carling2025diacl;titus,features,feature,map_1
406,Bouyei,,,,bouy1240,1750,carling2025diacl;titus,features,feature,map_1
407,Hlai,,,,hlai1239,1750,carling2025diacl;titus,features,feature,map_1
408,Sui,,,,suii1243,1750,carling2025diacl;titus,features,feature,map_1
409,Hakka Chinese,,,,hakk1236,1750,carling2025diacl;titus,features,feature,map_1
410,Min Bei Chinese,,,,minb1244,1750,carling2025diacl;titus,features,feature,map_1
411,Min Nan Chinese,,,,minn1241,1750,carling2025diacl;titus,features,feature,map_1
412,Wu Chinese,,,,wuch1236,1750,carling2025diacl;titus,features,feature,map_1
413,Yue Chinese,,,,yuec1235,1750,carling2025diacl;titus,features,feature,map_1
414,Bai,,,,baic1239,1750,carling2025diacl;titus,features,feature,map_1
415,Nuosu,,,,sich1238,1750,carling2025diacl;titus,features,feature,map_1
416,Lizu,,,,lizu1234,1750,carling2025diacl;titus,features,feature,map_1
417,Leh Ladakhi,,,,lada1244,1750,carling2025diacl;titus,features,feature,map_1
418,Algonquin,,,,algo1255,1750,carling2025diacl;asher_moseley_2007;titus,features,feature,map_1
419,Atikamekw,,,,atik1240,1750,carling2025diacl;asher_moseley_2007;titus,features,feature,map_1
420,Central Ojibwa,,,,cent2136,1750,carling2025diacl;asher_moseley_2007;titus,features,feature,map_1
421,Cheyenne,,,,chey1247,1750,carling2025diacl;titus,features,feature,map_1
422,Eastern Abenaki,,,,east2544,1750,carling2025diacl;asher_moseley_2007;titus,features,feature,map_1
423,Eastern Ojibwa,,,,east2542,1750,carling2025diacl;asher_moseley_2007;titus,features,feature,map_1
424,Loup A,,,,loup1243,1750,carling2025diacl;asher_moseley_2007;titus,features,feature,map_1
425,Malecite-Passamaquoddy,,,,male1292,1750,carling2025diacl;asher_moseley_2007;titus,features,feature,map_1
426,Menominee,,,,meno1252,1750,carling2025diacl;asher_moseley_2007;titus,features,feature,map_1
427,Meskwaki,,,,mesk1242,1750,carling2025diacl;asher_moseley_2007;titus,features,feature,map_1
428,Miami,,,,miam1252,1750,carling2025diacl;asher_moseley_2007;titus,features,feature,map_1
429,Mi'kmaq,,,,mikm1235,1750,carling2025diacl;asher_moseley_2007;titus,features,feature,map_1
430,Mohegan-Montauk-Narragansett,,,,mohe1244,1750,carling2025diacl;asher_moseley_2007;titus,features,feature,map_1
431,Montagnais,,,,mont1268,1750,carling2025diacl;asher_moseley_2007;titus,features,feature,map_1
432,Munsee,,,,muns1251,1750,carling2025diacl;asher_moseley_2007;titus,features,feature,map_1
433,Plains Cree,,,,plai1258,1750,carling2025diacl;asher_moseley_2007;titus,features,feature,map_1
434,Potawatomi,,,,pota1247,1750,carling2025diacl;asher_moseley_2007;titus,features,feature,map_1
435,Severn Ojibwa,,,,seve1240,1750,carling2025diacl;asher_moseley_2007;titus,features,feature,map_1
436,Shawnee,,,,shaw1249,1750,carling2025diacl;asher_moseley_2007;titus,features,feature,map_1
437,Blackfoot,,,,siks1238,1750,carling2025diacl;asher_moseley_2007;titus,features,feature,map_1
438,Swampy Cree,,,,swam1239,1750,carling2025diacl;asher_moseley_2007;titus,features,feature,map_1
439,Unami,,,,unam1242,1750,carling2025diacl;titus,features,feature,map_1
440,Western Abenaki,,,,west2630,1750,carling2025diacl;asher_moseley_2007;titus,features,feature,map_1
441,Western Ojibwa,,,,west1510,1750,carling2025diacl;asher_moseley_2007,features,feature,map_1
442,Wiyot,,,,wiyo1248,1750,carling2025diacl;titus,features,feature,map_1
443,Woods Cree,,,,wood1236,1750,carling2025diacl;asher_moseley_2007;titus,features,feature,map_1
444,Yurok,,,,yuro1248,1750,carling2025diacl;asher_moseley_2007;titus,features,feature,map_1
445,Curripaco,,,,curr1243,1750,carling2025diacl;titus,features,feature,map_1
446,Maipure,,,,maip1246,1750,carling2025diacl;titus,features,feature,map_1
447,Culina,,,,culi1244,1750,carling2025diacl;titus,features,feature,map_1
448,Jamamadí,,,,jama1261,1750,carling2025diacl;titus,features,feature,map_1
449,Paumarí,,,,paum1247,1750,carling2025diacl;titus,features,feature,map_1
450,Assiniboine,,,,assi1247,1750,carling2025diacl;asher_moseley_2007;titus,features,feature,map_1
451,Catawba,,,,cata1286,1750,carling2025diacl;asher_moseley_2007;titus,features,feature,map_1
452,Crow,,,,crow1244,1750,carling2025diacl;asher_moseley_2007;titus,features,feature,map_1
453,Dakota,,,,dako1258,1750,carling2025diacl;asher_moseley_2007;titus,features,feature,map_1
454,Hidatsa,,,,hida1246,1750,carling2025diacl;asher_moseley_2007;titus,features,feature,map_1
455,Ho-Chunk,,,,hoch1243,1750,carling2025diacl;asher_moseley_2007;titus,features,feature,map_1
456,Iowa-Otoe-Missouria,,,,iowa1245,1750,carling2025diacl;asher_moseley_2007,features,feature,map_1
457,Kansa,,,,kans1243,1750,carling2025diacl;asher_moseley_2007,features,feature,map_1
458,Lakota,,,,lako1247,1750,carling2025diacl;asher_moseley_2007;titus,features,feature,map_1
459,Mandan,,,,mand1446,1750,carling2025diacl;asher_moseley_2007,features,feature,map_1
460,Omaha-Ponca,,,,omah1247,1750,carling2025diacl;asher_moseley_2007,features,feature,map_1
461,Osage,,,,osag1243,1750,carling2025diacl;asher_moseley_2007;titus,features,feature,map_1
462,Quapaw,,,,quap1242,1750,carling2025diacl;asher_moseley_2007,features,feature,map_1
463,Tutelo,,,,tute1247,1750,carling2025diacl;asher_moseley_2007;titus,features,feature,map_1
464,Tsimshian,,,,nucl1649,1750,carling2025diacl;asher_moseley_2007;titus,features,feature,map_1
465,Cubeo,,,,cube1242,1750,carling2025diacl;titus,features,feature,map_1
466,Desano,,,,desa1247,1750,carling2025diacl;titus,features,feature,map_1
467,Orejón,,,,orej1242,1750,carling2025diacl;titus,features,feature,map_1
468,Siona-Tetete,,,,sion1247,1750,carling2025diacl;titus,features,feature,map_1
469,Tatuyo,,,,tatu1247,1750,carling2025diacl;titus,features,feature,map_1
470,Cahuilla,,,,cahu1264,1750,carling2025diacl;asher_moseley_2007;titus,features,feature,map_1
471,Central Tarahumara,,,,cent2131,1750,carling2025diacl;titus,features,feature,map_1
472,Classical Nahuatl,,,,clas1250,1750,carling2025diacl;titus,features,feature,map_1
473,Comanche,,,,coma1245,1750,carling2025diacl;asher_moseley_2007;titus,features,feature,map_1
474,Eastern Huasteca Nahuatl,,,,east2538,1750,carling2025diacl;titus,features,feature,map_1
475,El Nayar Cora,,,,elna1235,1750,carling2025diacl;titus,features,feature,map_1
476,Highland Puebla Nahuatl,,,,high1278,1750,carling2025diacl;titus,features,feature,map_1
477,Hopi,,,,hopi1249,1750,carling2025diacl;asher_moseley_2007;titus,features,feature,map_1
478,Huichol,,,,huic1243,1750,carling2025diacl;titus,features,feature,map_1
479,Isthmus-Mecayapan Nahuatl,,,,isth1242,1750,carling2025diacl;titus,features,feature,map_1
480,Luiseno,,,,luis1253,1750,carling2025diacl;asher_moseley_2007;titus,features,feature,map_1
481,Mayo,,,,mayo1264,1750,carling2025diacl;titus,features,feature,map_1
482,Michoacán Nahuatl,,,,mich1245,1750,carling2025diacl;titus,features,feature,map_1
483,Mono (Numic),,,,mono1275,1750,carling2025diacl;titus,features,feature,map_1
484,Morelos Nahuatl,,,,more1259,1750,carling2025diacl;titus,features,feature,map_1
485,Northern Paiute,,,,nort2954,1750,carling2025diacl;asher_moseley_2007;titus,features,feature,map_1
486,Northern Tepehuan,,,,nort2959,1750,carling2025diacl;titus,features,feature,map_1
487,Panamint,,,,pana1305,1750,carling2025diacl;asher_moseley_2007;titus,features,feature,map_1
488,Pima Bajo,,,,pima1248,1750,carling2025diacl;asher_moseley_2007;titus,features,feature,map_1
489,Serrano,,,,serr1255,1750,carling2025diacl;asher_moseley_2007;titus,features,feature,map_1
490,Shoshoni,,,,shos1248,1750,carling2025diacl;asher_moseley_2007;titus,features,feature,map_1
491,Southeastern Tepehuan,,,,sout2976,1750,carling2025diacl;titus,features,feature,map_1
492,Tlaxcala-Puebla-Central Nahuatl,,,,cent2132,1750,carling2025diacl;titus,features,feature,map_1
493,Tohono O'odham,,,,toho1245,1750,carling2025diacl;asher_moseley_2007;titus,features,feature,map_1
494,Tübatulabal,,,,tuba1278,1750,carling2025diacl;asher_moseley_2007;titus,features,feature,map_1
495,Yaqui,,,,yaqu1251,1750,carling2025diacl;titus,features,feature,map_1
496,Ditidaht,,,,diti1235,1750,carling2025diacl;asher_moseley_2007;titus,features,feature,map_1
497,Heiltsuk-Oowekyala,,,,heil1246,1750,carling2025diacl;asher_moseley_2007,features,feature,map_1
498,Kwak'wala,,,,kwak1269,1750,carling2025diacl;asher_moseley_2007;titus,features,feature,map_1
499,Makah,,,,maka1318,1750,carling2025diacl;asher_moseley_2007;titus,features,feature,map_1
500,Nuu-chah-nulth,,,,nuuc1236,1750,carling2025diacl;asher_moseley_2007;titus,features,feature,map_1
501,Murui Huitoto,,,,muru1274,1750,carling2025diacl;titus,features,feature,map_1
502,Ninam,,,,nina1238,1750,carling2025diacl;titus,features,feature,map_1
503,Sanumá,,,,sanu1240,1750,carling2025diacl;titus,features,feature,map_1
504,Yanomám,,,,yano1262,1750,carling2025diacl;titus,features,feature,map_1
505,Southern Yukaghir,,,,sout2750,1750,carling2025diacl;asher_moseley_2007;titus,features,feature,map_1
506,Wappo,,,,wapp1239,1750,carling2025diacl;asher_moseley_2007;titus,features,feature,map_1
507,Yuki,,,,yuki1243,1750,carling2025diacl;asher_moseley_2007;titus,features,feature,map_1
508,Záparo,,,,zapa1253,1750,carling2025diacl;titus,features,feature,map_1
509,Cayuga,,,,cayu1261,1750,carling2025diacl;asher_moseley_2007;titus,features,feature,map_1
510,Cherokee,,,,cher1273,1750,carling2025diacl;asher_moseley_2007;titus,features,feature,map_1
511,Huron-Wyandot,,,,wyan1247,1750,carling2025diacl;asher_moseley_2007;titus,features,feature,map_1
512,Mohawk,,,,moha1258,1750,carling2025diacl;asher_moseley_2007;titus,features,feature,map_1
513,Nottoway,,,,nott1246,1750,carling2025diacl;asher_moseley_2007;titus,features,feature,map_1
514,Oneida,,,,onei1249,1750,carling2025diacl;asher_moseley_2007;titus,features,feature,map_1
515,Onondaga,,,,onon1246,1750,carling2025diacl;asher_moseley_2007;titus,features,feature,map_1
516,Seneca,,,,sene1264,1750,carling2025diacl;asher_moseley_2007;titus,features,feature,map_1
517,Tuscarora,,,,tusc1257,1750,carling2025diacl;asher_moseley_2007;titus,features,feature,map_1
518,Jaqaru,,,,jaqa1244,1750,carling2025diacl;titus,features,feature,map_1
519,Southern Aymara,,,,sout2996,1750,carling2025diacl;titus,features,feature,map_1
520,Aguaruna,,,,agua1253,1750,carling2025diacl;titus,features,feature,map_1
521,Huambisa,,,,huam1247,1750,carling2025diacl;titus,features,feature,map_1
522,Shuar,,,,shua1257,1750,carling2025diacl;titus,features,feature,map_1
523,Kiowa,,,,kiow1266,1750,carling2025diacl;titus,features,feature,map_1
524,Apinayé,,,,apin1244,1750,carling2025diacl;titus,features,feature,map_1
525,Canela-Krahô,,,,cane1242,1750,carling2025diacl;titus,features,feature,map_1
526,Karajá,,,,kara1500,1750,carling2025diacl;titus,features,feature,map_1
527,Kayapó,,,,kaya1330,1750,carling2025diacl;titus,features,feature,map_1
528,Nisenan,,,,nise1244,1750,carling2025diacl;asher_moseley_2007;titus,features,feature,map_1
529,Maidu,,,,nort2952,1750,carling2025diacl;asher_moseley_2007;titus,features,feature,map_1
530,Konkow,,,,nort2951,1750,carling2025diacl;asher_moseley_2007;titus,features,feature,map_1
531,Kadiwéu,,,,kadi1248,1750,carling2025diacl;titus,features,feature,map_1
532,Mocoví,,,,moco1246,1750,carling2025diacl;titus,features,feature,map_1
533,Pilagá,,,,pila1245,1750,carling2025diacl;titus,features,feature,map_1
534,Toba,,,,toba1269,1750,carling2025diacl;titus,features,feature,map_1
535,Aguacateco,,,,agua1252,1750,carling2025diacl;titus,features,feature,map_1
536,Chol,,,,chol1282,1750,carling2025diacl;titus,features,feature,map_1
537,Chortí,,,,chor1273,1750,carling2025diacl;titus,features,feature,map_1
538,Huastec,,,,huas1242,1750,carling2025diacl;titus,features,feature,map_1
539,Kekchí,,,,kekc1242,1750,carling2025diacl;titus,features,feature,map_1
540,K'iche',,,,kich1262,1750,carling2025diacl;titus,features,feature,map_1
541,Lacandon,,,,laca1243,1750,carling2025diacl;titus,features,feature,map_1
542,Mam,,,,mamm1241,1750,carling2025diacl;titus,features,feature,map_1
543,Mocho,,,,moch1257,1750,carling2025diacl;titus,features,feature,map_1
544,Poqomam,,,,poqo1253,1750,carling2025diacl;titus,features,feature,map_1
545,Poqomchi',,,,poqo1254,1750,carling2025diacl;titus,features,feature,map_1
546,Q'anjob'al,,,,qanj1241,1750,carling2025diacl;titus,features,feature,map_1
547,Tabasco Chontal,,,,taba1266,1750,carling2025diacl;titus,features,feature,map_1
548,Tzeltal,,,,tzel1254,1750,carling2025diacl;titus,features,feature,map_1
549,Tzotzil,,,,tzot1259,1750,carling2025diacl;titus,features,feature,map_1
550,Tz'utujil,,,,tzut1248,1750,carling2025diacl;titus,features,feature,map_1
551,Yucatec Maya,,,,yuca1254,1750,carling2025diacl;titus,features,feature,map_1
552,Mískito,,,,misk1235,1750,carling2025diacl;titus,features,feature,map_1
553,Coatlán Mixe,,,,coat1238,1750,carling2025diacl;titus,features,feature,map_1
554,Copainalá Zoque,,,,copa1236,1750,carling2025diacl;titus,features,feature,map_1
555,Highland Popoluca,,,,high1276,1750,carling2025diacl;titus,features,feature,map_1
556,Awa-Cuaiquer,,,,awac1239,1750,carling2025diacl;titus,features,feature,map_1
557,Cha'palaa,,,,chac1249,1750,carling2025diacl;titus,features,feature,map_1
558,Tsafiki,,,,colo1256,1750,carling2025diacl;titus,features,feature,map_1
559,Northern Emberá,,,,nort2972,1750,carling2025diacl;titus,features,feature,map_1
560,Woun Meu,,,,woun1238,1750,carling2025diacl;titus,features,feature,map_1
561,Amahuaca,,,,amah1246,1750,carling2025diacl;titus,features,feature,map_1
562,Araona,,,,arao1248,1750,carling2025diacl;titus,features,feature,map_1
563,Cashibo-Cacataibo,,,,cash1251,1750,carling2025diacl;titus,features,feature,map_1
564,Matsés,,,,mats1244,1750,carling2025diacl;titus,features,feature,map_1
565,Shipibo-Conibo,,,,ship1254,1750,carling2025diacl;titus,features,feature,map_1
566,Yaminahua,,,,yami1256,1750,carling2025diacl;titus,features,feature,map_1
567,Coast Miwok,,,,coas1301,1750,carling2025diacl;titus,features,feature,map_1
568,Nez Percé,,,,nezp1238,1750,carling2025diacl;asher_moseley_2007;titus,features,feature,map_1
569,Yakama,,,,yaki1237,1750,carling2025diacl;asher_moseley_2007;titus,features,feature,map_1
570,Yokuts,,,,yoku1256,1750,carling2025diacl;asher_moseley_2007;titus,features,feature,map_1
571,Cusco Quechua,,,,cusc1236,1750,carling2025diacl;titus,features,feature,map_1
572,South Bolivian Quechua,,,,sout2991,1750,carling2025diacl;titus,features,feature,map_1
573,Nuxalk,,,,bell1243,1750,carling2025diacl;asher_moseley_2007;titus,features,feature,map_1
574,Klallam,,,,clal1241,1750,carling2025diacl;asher_moseley_2007;titus,features,feature,map_1
575,Columbia-Wenatchi,,,,colu1241,1750,carling2025diacl;asher_moseley_2007;titus,features,feature,map_1
576,Comox,,,,como1259,1750,carling2025diacl;asher_moseley_2007;titus,features,feature,map_1
577,Cowlitz,,,,cowl1242,1750,carling2025diacl;asher_moseley_2007;titus,features,feature,map_1
578,Halkomelem,,,,halk1245,1750,carling2025diacl;asher_moseley_2007;titus,features,feature,map_1
579,Lillooet,,,,lill1248,1750,carling2025diacl;asher_moseley_2007;titus,features,feature,map_1
580,Lower Chehalis,,,,lowe1427,1750,carling2025diacl;asher_moseley_2007;titus,features,feature,map_1
581,Lushootseed,,,,lush1252,1750,carling2025diacl;asher_moseley_2007,features,feature,map_1
582,Northern Straits Salish,,,,stra1244,1750,carling2025diacl;asher_moseley_2007;titus,features,feature,map_1
583,Okanagan,,,,okan1243,1750,carling2025diacl;asher_moseley_2007;titus,features,feature,map_1
584,Quinault,,,,quin1251,1750,carling2025diacl;asher_moseley_2007;titus,features,feature,map_1
585,Sechelt,,,,sech1246,1750,carling2025diacl;asher_moseley_2007;titus,features,feature,map_1
586,Shuswap,,,,shus1248,1750,carling2025diacl;titus,features,feature,map_1
587,Squamish,,,,squa1248,1750,carling2025diacl;asher_moseley_2007;titus,features,feature,map_1
588,Nlaka'pamux,,,,thom1243,1750,carling2025diacl;asher_moseley_2007;titus,features,feature,map_1
589,Tillamook,,,,till1254,1750,carling2025diacl;asher_moseley_2007;titus,features,feature,map_1
590,Twana (Skokomish),,,,twan1247,1750,carling2025diacl;asher_moseley_2007;titus,features,feature,map_1
591,Upper Chehalis,,,,uppe1439,1750,carling2025diacl;asher_moseley_2007;titus,features,feature,map_1
592,Piaroa,,,,piar1243,1750,carling2025diacl;titus,features,feature,map_1
593,Alabama,,,,alab1237,1750,carling2025diacl;asher_moseley_2007;titus,features,feature,map_1
594,Apalachee,,,,apal1237,1750,carling2025diacl;asher_moseley_2007;titus,features,feature,map_1
595,Chickasaw,,,,chic1270,1750,carling2025diacl;asher_moseley_2007;titus,features,feature,map_1
596,Choctaw,,,,choc1276,1750,carling2025diacl;asher_moseley_2007;titus,features,feature,map_1
597,Creek,,,,cree1270,1750,carling2025diacl;asher_moseley_2007;titus,features,feature,map_1
598,Koasati,,,,koas1236,1750,carling2025diacl;asher_moseley_2007;titus,features,feature,map_1
599,Mikasuki,,,,mika1239,1750,carling2025diacl;asher_moseley_2007;titus,features,feature,map_1
600,Babine-Witsuwit'en,,,,babi1235,1750,carling2025diacl;asher_moseley_2007;titus,features,feature,map_1
601,Dane-zaa,,,,beav1236,1750,carling2025diacl;asher_moseley_2007;titus,features,feature,map_1
602,Dakelh,,,,carr1249,1750,carling2025diacl;asher_moseley_2007;titus,features,feature,map_1
603,Tsilhqot'in,,,,chil1280,1750,carling2025diacl;asher_moseley_2007;titus,features,feature,map_1
604,Chipewyan,,,,chip1261,1750,carling2025diacl;asher_moseley_2007;titus,features,feature,map_1
605,Dogrib,,,,dogr1252,1750,carling2025diacl;asher_moseley_2007,features,feature,map_1
606,Eyak,,,,eyak1241,1750,carling2025diacl;titus,features,feature,map_1
607,Gwich'in,,,,gwic1235,1750,carling2025diacl;asher_moseley_2007;titus,features,feature,map_1
608,Hupa,,,,hupa1239,1750,carling2025diacl;asher_moseley_2007;titus,features,feature,map_1
609,Jicarilla Apache,,,,jica1244,1750,carling2025diacl;asher_moseley_2007;titus,features,feature,map_1
610,Kaska,,,,kask1239,1750,carling2025diacl;asher_moseley_2007;titus,features,feature,map_1
611,Kato,,,,kato1244,1750,carling2025diacl;asher_moseley_2007;titus,features,feature,map_1
612,Koyukon,,,,koyu1237,1750,carling2025diacl;asher_moseley_2007,features,feature,map_1
613,Lower Tanana,,,,lowe1425,1750,carling2025diacl;asher_moseley_2007,features,feature,map_1
614,Mattole,,,,matt1238,1750,carling2025diacl;asher_moseley_2007;titus,features,feature,map_1
615,Mescalero-Chiricahua Apache,,,,mesc1238,1750,carling2025diacl;asher_moseley_2007;titus,features,feature,map_1
616,Navajo,,,,nava1243,1750,carling2025diacl;asher_moseley_2007;titus,features,feature,map_1
617,North Slavey,,,,nort2942,1750,carling2025diacl;asher_moseley_2007;titus,features,feature,map_1
618,Tsuutʼina,,,,sars1236,1750,carling2025diacl;asher_moseley_2007;titus,features,feature,map_1
619,Southern Tutchone,,,,sout2957,1750,carling2025diacl;asher_moseley_2007;titus,features,feature,map_1
620,Tagish,,,,tagi1240,1750,carling2025diacl;asher_moseley_2007;titus,features,feature,map_1
621,Tahltan,,,,tahl1239,1750,carling2025diacl;asher_moseley_2007;titus,features,feature,map_1
622,Tanacross,,,,tana1290,1750,carling2025diacl;asher_moseley_2007,features,feature,map_1
623,Denaʼina,,,,tana1289,1750,carling2025diacl;asher_moseley_2007,features,feature,map_1
624,Tlingit,,,,tlin1245,1750,carling2025diacl;asher_moseley_2007;titus,features,feature,map_1
625,Tolowa-Chetco,,,,tolo1259,1750,carling2025diacl;asher_moseley_2007;titus,features,feature,map_1
